conversation_id_str;created_at;favorite_count;Label;;full_text;id_str;image_url;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count;tweet_url;user_id_str;username;
1,88488E+18;Thu Jan 30 08:13:20 +0000 2025;526;Negatif;15;Ketua DPR RI Puan Maharani menyoroti banyaknya mitra program Makan Bergizi Gratis (MBG) yang mundur karena tak dibayar oleh Badan Gizi Nasional (BGN). Puan memberikan kesempatan pemerintah untuk mengevaluasi secara maksimal program yang sudah berjalan tiga pekan lalu sejak awal https://t.co/ARvGI4wL1X;1,88488E+18;https://pbs.twimg.com/media/GihuH2LakAA-brG.jpg;;in;;40;92;260;https://x.com/inilahdotcom/status/1884877544148926944;46693036;inilahdotcom;
1,87937E+18;Wed Jan 15 03:30:48 +0000 2025;2496;Negatif;16;Program Makan Bergizi Gratis (MBG) memakan anggaran APBN hingga Rp 71 triliun. Meskipun begitu anggaran tersebut belum dapat mencakup program MBG hingga di seluruh Indonesia. #newsupdate #update #news #oneliner https://t.co/M2mg0ESoCf;1,87937E+18;https://pbs.twimg.com/media/GhTdditXAAAYV07.jpg;;in;;1018;1473;505;https://x.com/kumparan/status/1879370624251916299;7,59693E+17;kumparan;
1,88046E+18;Sat Jan 18 03:31:46 +0000 2025;569;Positif;17;Kebijakan Makan Bergizi Gratis (MBG) ini sebenarnya mendorong anak-anak terbiasa makan makanan sehat seimbang dan bergizi. Karena realitanya masih banyak orang yang belum menganggap penting soal makanan bergizi. Cth: banyak orang tua lebih pilih kasih makanan instan ke anak ;1,88046E+18;;;in;DKI Jakarta, Indonesia.;518;1300;84;https://x.com/TsamaraDKI/status/1880458031185686911;2786280835;TsamaraDKI;
1,88493E+18;Thu Jan 30 12:00:03 +0000 2025;2;Netral;18;Menteri Investasi dan Hilirisasi/Kepala BKPM Rosan P. Roeslani bertemu dengan Nestlé Group di World Economic Forum (WEF) Davos untuk membahas kontribusi Nestlé dalam Program Makan Bergizi Gratis (MBG) yang diluncurkan oleh Presiden Prabowo Subianto. #MBG #Nestle https://t.co/pPt5cvIZj3;1,88493E+18;https://pbs.twimg.com/ext_tw_video_thumb/1884877648054398976/pu/img/2GM1uiD20sblLqMC.jpg;;in;DKI Jakarta, Indonesia;0;0;0;https://x.com/Faktacom_/status/1884934598334747004;1,30866E+18;Faktacom_;
1,88198E+18;Wed Jan 22 08:10:00 +0000 2025;14817;Negatif;19;Curhat Ibu Kantin: Mulai Dagang Nasi sejak 1983 Berhenti karena Makan Bergizi Gratis https://t.co/mLt8ZnLc57;1,88198E+18;;;in;Indonesia;407;311;2305;https://x.com/tempodotco/status/1881977601486422477;18129942;tempodotco;
1,87596E+18;Sun Jan 05 17:44:23 +0000 2025;10244;Negatif;20;Di kasih pilihan pendidikan gratis hingga sarjana malah milih makan siang gratis. Mamam tuh makan siang gratis per porsi Rp 10 ribu. Menu daun kelor. https://t.co/CXkNHcrmxp;1,87596E+18;https://pbs.twimg.com/ext_tw_video_thumb/1875961501493964800/pu/img/J2RnrLv3ye22ytiW.jpg;;in;Indonesia;75;127;3270;https://x.com/Jumianto_RK/status/1875961555936030844;9,03307E+17;Jumianto_RK;
1,88067E+18;Sat Jan 18 17:33:48 +0000 2025;30425;Positif;21;Makan Bergizi Gratis tanpa membebani anggaran https://t.co/a5kj65Myxz;1,88067E+18;https://pbs.twimg.com/media/Ghl7VV8bAAA46nw.jpg;;in;Indonesia;877;314;8720;https://x.com/vctrkmng/status/1880669933979480066;120835525;vctrkmng;
1,88194E+18;Wed Jan 22 05:58:26 +0000 2025;325;Positif;22; Makan Bergizi Gratis: Fondasi untuk Masa Depan Indonesia yang Gemilang Program Makan Bergizi Gratis yang digagas pemerintah bukan sekadar upaya untuk mengisi perut anak-anak Indonesia. Ini adalah investasi strategis yang dampaknya jauh melampaui meja makan. Dengan memastikan https://t.co/SgCQxN0oC0;1,88194E+18;https://pbs.twimg.com/ext_tw_video_thumb/1881944438714646528/pu/img/O0Z_az6UKn9dmSQB.jpg;;in;SKSG;2;343;225;https://x.com/cuitcuap_/status/1881944491663474816;142912893;cuitcuap_;
1,88275E+18;Fri Jan 24 11:00:21 +0000 2025;15100;Netral;23;: Mas ini tempat yang bisa untuk makan gratis? ??: Iya Bu. Ada yang bisa kami bantu? : Saya boleh makan di sini? ??: Tentu saja Bu. Silakan duduk supaya disiapkan nanti oleh teman-teman. : Nanti boleh bungkus juga untuk anak saya? ??: Boleh Bu. Kami https://t.co/yxEOv9Mohv;1,88275E+18;https://pbs.twimg.com/media/GiDa0eZasAAeLop.jpg;;in;Yogyakarta, Indonesia;97;185;1757;https://x.com/miftahrizaq_/status/1882745249170415726;1,68786E+18;miftahrizaq_;
1,87896E+18;Tue Jan 14 00:26:38 +0000 2025;3160;Negatif;24;Makan Bergizi Gratis itu KPI-nya sederhana. Harus gratis: nggak ada pungutan apapun ke anak ortu dan sekolah. Harus bergizi: cukup dan seimbang nutrisinya. Harus bisa dimakan: (cukup jelas) Sepertinya sejauh ini yg rada berhasil baru gratisnya aja.. ? Ayo perbaiki terus;1,87896E+18;;;in;Here;23;54;933;https://x.com/Pak_Irv/status/1878961887695778001;1,28793E+18;Pak_Irv;
1,87612E+18;Mon Jan 06 04:32:20 +0000 2025;1609;Negatif;25;Menu Makan Bergizi Gratis (MBG) terdiri dari nasi putih sayur buncis tumis tempe goreng 1 potong satu potong nugget ikan dan satu buah pisang putri tanpa air minum atau susu. Susu cuma untuk masa kampanye dan Uji Coba Wapres Anjir PPN 12% buat ginian.. https://t.co/qKYDxAVcVx;1,87612E+18;https://pbs.twimg.com/media/GglVZLUbcAAROLQ.jpg;;in;Jakarta, Medan ;66;265;618;https://x.com/PaltiWest2024/status/1876124617682866272;1,82689E+18;PaltiWest2024;
1,87949E+18;Wed Jan 15 11:12:15 +0000 2025;6560;Negatif;26;Anggaran Infrastruktur Akan Dipangkas Demi Makan Bergizi Gratis https://t.co/XEDSZ0Yj8E;1,87949E+18;;;in;;3188;1401;1343;https://x.com/CNNIndonesia/status/1879486753125671225;17128975;CNNIndonesia;
1,87831E+18;Sun Jan 12 05:30:37 +0000 2025;299;Negatif;27;Upaya Mengelola Sampah Makan Gratis Program makan bergizi gratis mulai dilaksanakan di sejumlah wilayah sejak Senin pekan ini. Program tersebut kini menimbulkan kekhawatiran yakni sampah makanan yang tidak habis disantap. Badan Gizi Nasional bekerja sama dengan Kementerian https://t.co/lze3Nz8b2l;1,87831E+18;https://pbs.twimg.com/media/GhEcRrQbIAAtvoa.jpg;;in;Indonesia;3;7;120;https://x.com/tempodotco/status/1878313614836392187;18129942;tempodotco;
1,88486E+18;Thu Jan 30 06:51:06 +0000 2025;6;Positif;28;" Saya yakin dgn adanya Makan Bergizi Gratis meningkatkan IQ anak-anak kita yg nantinya ini mereka adalah penerus dari pemimpin-pemimpin kita yg sekarang Andi Aswan (Waketum Jokowi Mania &amp; Prabowo Mania) // SELENGKAPNYA TONTON YOUTUBE ILC https://t.co/pgvG1LEWPM https://t.co/4JHaooS6Wf";1,88486E+18;https://pbs.twimg.com/amplify_video_thumb/1884856712588677120/img/wb8eeYTvzd1IrASJ.jpg;;in;Indonesia;1;9;1;https://x.com/ILCTalkshow/status/1884856849717215388;2421762716;ILCTalkshow;
1,87919E+18;Tue Jan 14 15:20:51 +0000 2025;531;Positif;29;Anak Indonesia berhak mendapatkan makan sehat demi meningkatkan Kecerdasan otaknya Beginilah Suasana program makan bergizi gratis (MBG) bagi pelajar di Papua Pegunungan https://t.co/0Y14uphxsw;1,87919E+18;https://pbs.twimg.com/ext_tw_video_thumb/1879185028187656193/pu/img/hpVOEcaJspNX938P.jpg;;in;I n d o n e s i a;12;56;121;https://x.com/Heraloebss/status/1879186927536234960;1,25182E+18;Heraloebss;
1,87714E+18;Wed Jan 08 23:55:16 +0000 2025;1335;Negatif;30;Mukanya kayak testimoni makan bergizi gratis ;1,87714E+18;;;in;;86;14;460;https://x.com/serusaee/status/1877142056776217042;1,01696E+18;serusaee;
1,88493E+18;Thu Jan 30 11:35:00 +0000 2025;0;Netral;31;Kementerian Keuangan akan menyiapkan alokasi tambahan anggaran untuk program Makan Bergizi Gratis (MBG) pada 2025. Program unggulan Presiden Prabowo Subianto itu rencananya bakal mendapat tambahan dana Rp 100 triliun. Sumbernya berasal dari hasil penyisiran anggaran di seluruh https://t.co/YsIP1cyEyO;1,88493E+18;https://pbs.twimg.com/ext_tw_video_thumb/1884897621099327488/pu/img/ErRi7C1DLhSyIjG-.jpg;;in;Palmerah, Jakarta;1;0;0;https://x.com/hariankompas/status/1884928294929281161;255866913;hariankompas;
1,88508E+18;Thu Jan 30 21:43:08 +0000 2025;0;Positif;32;Program Makan Bergizi Gratis jaminan generasi unggul buat masa depan Indonesia yang cerah #MakanBergiziGratis https://t.co/l0RTTGMyU8;1,88508E+18;https://pbs.twimg.com/media/GiknerfbYAEEZzp.jpg;;in;SND;0;0;0;https://x.com/bbhiww/status/1885081337058767017;1,37676E+18;bbhiww;
1,87611E+18;Mon Jan 06 03:50:59 +0000 2025;380;Negatif;33;PBNU Terbelah soal Makan Bergizi Gratis Gus Yahya Minta Dilibatkan Kiai Rizal: Vulgar Sekali https://t.co/KvZxN3P6fj;1,87611E+18;;;in;Indonesia;19;141;125;https://x.com/geloraco/status/1876114212554265053;3319260420;geloraco;
1,88484E+18;Thu Jan 30 05:57:12 +0000 2025;7;Positif;34;Kodim 1802/Sorong : Siswa Gembira Ada Makan Bergizi Gratis Di Sorong Barat. https://t.co/Kzgt7ATML2;1,88484E+18;https://pbs.twimg.com/ext_tw_video_thumb/1884838006277951488/pu/img/Pnza7Do3hKPlS9vt.jpg;;in;Papua Barat;0;0;0;https://x.com/KodamKasuari/status/1884843286269222987;7,95877E+17;KodamKasuari;
1,87648E+18;Tue Jan 07 04:18:31 +0000 2025;585;Positif;35;Atas nama Rakyat Indonesia kemarin tanggal 6 Januari 2025. Program Makan Bergizi Gratis secara resmi dimulai. Hari ini sejarah mencatat bahwa pemerintah hadir sejak dini dalam investasi membangun bangsa menuju Indonesia Emas 2045 dengan Sumber Daya Manusia yang unggul bedaya https://t.co/fPuTWphOEA;1,87648E+18;https://pbs.twimg.com/media/Ggqb0tcaIAA31Dy.jpg;;in;Jakarta;75;859;101;https://x.com/Fahrihamzah/status/1876483528055271751;120968478;Fahrihamzah;
1,87681E+18;Wed Jan 08 01:41:33 +0000 2025;1233;Negatif;36;#kenapaharuscerewet soal Makan Bergizi Gratis (MBG)? Krn ada duit Rp 71 Triliun (APBN 2025) dipakai. Jadi jgn sampai asal ada aja. Mesti dihitung banget kandungan gizi pendataan anak2 sampai distribusi. Mba @DiahSaminarsih di BBC bilang The Devil is in The Detail https://t.co/fAqL92RneD;1,87681E+18;https://pbs.twimg.com/media/GgvA7bxbQAE4IXn.jpg;;in;Jakarta, Indonesia;4;9;129;https://x.com/CISDI_ID/status/1876806415152730240;334069024;CISDI_ID;
1,88482E+18;Thu Jan 30 04:17:37 +0000 2025;9;Negatif;37;Makan bergizi gratis (?) https://t.co/aqTxBmMLly;1,88482E+18;https://pbs.twimg.com/media/Gig4LiqbUAAHYnT.jpg;;in;Yogyakarta, Indonesia;0;5;1;https://x.com/gypsumentai/status/1884818222941397114;1,77662E+18;gypsumentai;
1,87648E+18;Tue Jan 07 03:50:27 +0000 2025;238;Netral;38;Badan Gizi Izinkan Masyarakat Foto Menu Makan Bergizi Gratis https://t.co/1mypzIXsCZ;1,87648E+18;;;in;;11;17;60;https://x.com/CNNIndonesia/status/1876476468458561798;17128975;CNNIndonesia;
1,87763E+18;Fri Jan 10 08:20:20 +0000 2025;15440;Negatif;39;Nggak kemakan Nggak bergizi Nggak gratis Terus namanya makan bergizi gratis;1,87763E+18;;;in;Jakarta;35;12;4217;https://x.com/irzanhakim/status/1877631547966468508;103228792;irzanhakim;
1,87652E+18;Tue Jan 07 07:01:37 +0000 2025;10350;Netral;40;@fmuchtaar MBG = Makan Bergizi Gratis MBG = Makanya Bersyukur Guys ;1,87652E+18;;barisantengahid;in;Depok, Indonesia;35;11;787;https://x.com/andikamalreza/status/1876524575602909406;499262326;andikamalreza;
1,87614E+18;Mon Jan 06 05:31:38 +0000 2025;937;Negatif;41;Tak Ada Susu dalam Menu Makan Bergizi Gratis di Jakarta Hari Ini https://t.co/iTyHjSwWg2;1,87614E+18;;;in;;43;212;262;https://x.com/CNNIndonesia/status/1876139544082534481;17128975;CNNIndonesia;
1,87644E+18;Tue Jan 07 01:36:01 +0000 2025;12304;Negatif;42;Makan bergizi gratis: - makanannya nggak enak - gizinya kurang - gratisnya bohong karena didapat dari memeras rakyat ;1,87644E+18;;;in;Jakarta Selatan, DKI Jakarta;39;60;3499;https://x.com/denismalhotra/status/1876442636179165184;478829168;denismalhotra;
1,87655E+18;Tue Jan 07 09:01:59 +0000 2025;254;Netral;43;This!! Pendapat Siswa/Siswi Mengenai Makan Bergizi Gratis!! - a thread - https://t.co/c7t0WLVgny;1,87655E+18;https://pbs.twimg.com/media/GgrctE8bYAABtaU.jpg;;in;;1;26;57;https://x.com/randomable_/status/1876554864395948052;1,53521E+18;randomable_;
1,8765E+18;Tue Jan 07 05:08:00 +0000 2025;285;Positif;44;" Program Makan https://t.co/lujlKDLCt3 u/ anak2 &amp; ibu hamil adalah bagian dr rencana kebangkitan bangsa Indonesia. Saya pertaruhkan kepemimpinan saya tegas Presiden @prabowo #BerdataBerdanaBerdaya https://t.co/uwgqONrHN3";1,8765E+18;https://pbs.twimg.com/ext_tw_video_thumb/1876495904120999936/pu/img/LCZOjOwUV7hsnx_c.jpg;;in;Jakarta, Indonesia//;29;300;91;https://x.com/budimandjatmiko/status/1876495983221322071;183217247;budimandjatmiko;
1,88498E+18;Thu Jan 30 14:58:08 +0000 2025;5;Negatif;45;Program makan bergizi gratis mengajarkan bahwa tidak ada makan siang gratis ;1,88498E+18;;;in;;0;0;2;https://x.com/dfjrip/status/1884979417149317484;350024544;dfjrip;
1,88312E+18;Sat Jan 25 11:55:34 +0000 2025;291;Netral;46;Kepala Badan Gizi Nasional Dadan Hindayana mengatakan serangga bisa dijadikan opsi protein di menu program Makan Bergizi Gratis Mungkin saja ada satu daerah suka makan serangga (seperti) belalang ulat sagu bisa jadi bagian protein kata Dadan di Jakarta Sabtu (25/1/2025). https://t.co/GVUHFRSV83;1,88312E+18;https://pbs.twimg.com/media/GiIxDGoa0AAEWn5.jpg;;in;;102;89;69;https://x.com/NarasiNewsroom/status/1883121532865798585;1,15836E+18;NarasiNewsroom;
1,87755E+18;Fri Jan 10 02:40:05 +0000 2025;247;Netral;47;Siswa di Makassar Dijanjikan Hadiah Jika Habiskan Makan Bergizi Gratis https://t.co/OvJHC1pNBO;1,87755E+18;;;in;;61;134;67;https://x.com/CNNIndonesia/status/1877545921514238182;17128975;CNNIndonesia;
1,88024E+18;Fri Jan 17 13:12:28 +0000 2025;6175;Negatif;48;Halo Mas @corbuzier narasi yang mas pakai untuk mendukung Makan Bergizi Gratis itu tidak memberikan edukasi yang baik untuk masyarakat. Kebijakan publik tidak bisa dibandingkan dengan keputusan individu karena melibatkan anggaran publik di dalamnya. . Program yang baik jika;1,88024E+18;;;in;Jakarta Capital Region;43;223;2053;https://x.com/AnggaPutraF/status/1880241781608165401;98275340;AnggaPutraF;
1,87655E+18;Tue Jan 07 08:23:27 +0000 2025;272;Negatif;49;Anggaran Makan Bergizi Gratis Rp 71 T Cuma Cukup Sampai Juni https://t.co/OqlUGxTuTh;1,87655E+18;;;in;;63;67;66;https://x.com/CNNIndonesia/status/1876545169031671851;17128975;CNNIndonesia;
1,88488E+18;Thu Jan 30 08:14:15 +0000 2025;31;Netral;50;Menteri Keuangan Sri Mulyani membuka peluang menaikkan anggaran Makan Bergizi Gratis (MBG) tahun 2025 menjadi Rp 171 triliun. Nilai tersebut naik Rp 100 triliun dari anggaran sebelumnya. Sri Mulyani mengatakan Presiden Prabowo telah meminta untuk menaikkan anggaran MBG. Ia https://t.co/tA5PoyoPwI;1,88488E+18;https://pbs.twimg.com/media/GihuTozbwAAGArA.jpg;;in;;2;22;9;https://x.com/kumparan/status/1884877775338942523;7,59693E+17;kumparan;
1,87945E+18;Wed Jan 15 08:40:00 +0000 2025;22646;Negatif;51;Wakil Ketua MUI Menilai Tidak Tepat Makan Bergizi Gratis Diambil dari Zakat: Itu untuk Fakir Miskin https://t.co/H0r6RYbEQ3;1,87945E+18;;;in;Indonesia;512;559;4146;https://x.com/KompasTV/status/1879448436145017184;71436318;KompasTV;
1,87757E+18;Fri Jan 10 04:12:56 +0000 2025;318;Negatif;52;DUGAAN PUNGLI MAKAN BERGIZI GRATIS MASIH SAJA TERJADI Padahal sebelumnya Badan Gizi Nasional sudah memberikan klarifikasi jika wadah makan bergizi itu gratis! Beginilah Jika BADAN tidak Punya organ Lemah dalam pengawasan Perkara 10rb lapor polisi yakin ditanggapi? https://t.co/xqOVr3RYEV;1,87757E+18;https://pbs.twimg.com/media/Gg53UPEaMAc6mae.jpg;;in;I n d o n e s i a;9;86;157;https://x.com/Heraloebss/status/1877569288116252739;1,25182E+18;Heraloebss;
1,87803E+18;Sat Jan 11 14:01:46 +0000 2025;454;Negatif;53;@KPK_RI Mending sekolah gratis daripada Makan Bergizi Gratis https://t.co/o5iOtnGmuX;1,87808E+18;;PaltiWest2024;in;Jakarta, Medan ;6;10;45;https://x.com/PaltiWest2024/status/1878079862243836172;1,82689E+18;PaltiWest2024;
1,8765E+18;Tue Jan 07 05:17:12 +0000 2025;18849;Negatif;54;Udah dipost di Tiktok ternyata. Seperti biasa isi komennya: Ini makan bergizi gratis bukan makan sesuai selera. ? https://t.co/bcMf67P4eg;1,8765E+18;https://pbs.twimg.com/media/GgqpQTwbwAArq6q.jpg;;in;;1324;723;2449;https://x.com/karimakayyim/status/1876498298858778996;306805573;karimakayyim;
1,87982E+18;Thu Jan 16 09:08:52 +0000 2025;24248;Negatif;55;"Puluhan siswa Sekolah Dasar (SD) Negeri Dukuh 03 Kabupaten Sukoharjo Jawa Tengah mengalami keracunan setelah mengonsumsi menu Makan Bergizi Gratis (MBG) pada Kamis (16/1/2025). &lt; #MakanBergiziGratis #Sukoharjo https://t.co/9FeSjxyNNE";1,87982E+18;;;in;Jakarta;3520;1004;6593;https://x.com/kompascom/status/1879818088931266667;23343960;kompascom;
1,8761E+18;Mon Jan 06 03:05:40 +0000 2025;623;Netral;56;Indonesia Miulai Program Makan Bergizi Gratis Hari Ini https://t.co/2CDQTNHa50;1,8761E+18;;;in;Indonesia Raya ;42;366;86;https://x.com/Gerindra/status/1876102806970757409;397673651;Gerindra;
1,87613E+18;Mon Jan 06 04:45:00 +0000 2025;244;Positif;57;Budi Arie Tinjau Dapur Makan Bergizi Gratis: Ada Ayam Teriyaki Baunya Enak https://t.co/N1MkDDljn9;1,87613E+18;;;in;Indonesia;49;188;28;https://x.com/tempodotco/status/1876127805462696292;18129942;tempodotco;
1,88486E+18;Thu Jan 30 06:51:37 +0000 2025;1;Positif;58;Akan dinaikkan Apabila makan bergizi gratis ini ditingkatkan menjadi Rp 171 triliun sentranya akan meningkat. Saya berharap bahwa ini akan menimbulkan multiplier yang luar biasa bagi UMKM di seluruh Indonesia tutur Sri Mulyani https://t.co/uKWiU7p0Ut;1,88486E+18;https://pbs.twimg.com/media/GihbOwYbUAAF7bt.png;;in;;0;2;0;https://x.com/hanan052020/status/1884856980067819766;1,41725E+18;hanan052020;
1,88338E+18;Sun Jan 26 04:47:09 +0000 2025;1348;Netral;59;Belalang Akan Jadi Alternatif Protein Menu Makan Bergizi Gratis https://t.co/GrFFyfQ69Y;1,88338E+18;;;in;;293;572;274;https://x.com/CNNIndonesia/status/1883376103735361916;17128975;CNNIndonesia;
1,88081E+18;Sun Jan 19 02:40:52 +0000 2025;498;Netral;60;Kita happy dgn makan bergizi gratis. Tp kalo ada adik2 kita blg lauk tak enak atau rasanya kurang misalnya ga usah dihardik. Cukup perbaiki rasanya. Sy sejak SD ndak suka daging mau diolah apapun itu daging pasti ga suka. Lbh suka krupuk. Kan mudah saja.;1,88081E+18;;;in;;7;75;112;https://x.com/Adiprayitno_20/status/1880807607679721968;188194869;Adiprayitno_20;
1,88313E+18;Sat Jan 25 12:31:57 +0000 2025;222;Netral;61;Kepala Badan Gizi Nasionaal: Serangga Bisa Jadi Menu Makan Bergizi Gratis https://t.co/IgPIEI4vQe;1,88313E+18;;;in;Indonesia;48;294;82;https://x.com/geloraco/status/1883130687475306532;3319260420;geloraco;
